GENESIS-Tabelle: 12411-0006,,,,
"Bevölkerung: Deutschland, Stichtag, Altersjahre,",,,,
Nationalität/Geschlecht/Familienstand,,,,
Fortschreibung des Bevölkerungsstandes,,,,
Deutschland,,,,
Bevölkerungsstand (Anzahl),,,,
,,Geschlecht,Geschlecht,Geschlecht
,,männlich,weiblich,Insgesamt
2001-12-31,80-Jährige,158488,356990,515478
2001-12-31,81-Jährige,141000,334438,475438
2001-12-31,82-Jährige,97383,237857,335240
2001-12-31,83-Jährige,57017,144429,201446
2001-12-31,84-Jährige,49201,127908,177109
2001-12-31,85 Jahre und mehr,368270,1171822,1540092
2001-12-31,Insgesamt,40274676,42165633,82440309
2002-12-31,unter 1 Jahr,369289,349961,719250
2002-12-31,1-Jährige,380314,359233,739547
2002-12-31,2-Jährige,396983,376789,773772
2002-12-31,3-Jährige,399821,377990,777811
2002-12-31,4-Jährige,407275,386866,794141
2002-12-31,5-Jährige,420212,398788,819000
2002-12-31,6-Jährige,412468,390961,803429
2002-12-31,7-Jährige,398489,378585,777074
2002-12-31,8-Jährige,404264,382716,786980
2002-12-31,9-Jährige,420420,398939,819359
2002-12-31,10-Jährige,430218,409834,840052
2002-12-31,11-Jährige,447799,425454,873253
2002-12-31,12-Jährige,493694,467662,961356
2002-12-31,13-Jährige,487697,463838,951535
2002-12-31,14-Jährige,502846,476175,979021
2002-12-31,15-Jährige,493567,465853,959420
2002-12-31,16-Jährige,485015,460104,945119
2002-12-31,17-Jährige,470462,446076,916538
2002-12-31,18-Jährige,471313,446587,917900
2002-12-31,19-Jährige,477577,456882,934459
2002-12-31,20-Jährige,494852,475081,969933
2002-12-31,21-Jährige,495360,481082,976442
2002-12-31,22-Jährige,503355,489448,992803
2002-12-31,23-Jährige,483684,469301,952985
2002-12-31,24-Jährige,482374,466486,948860
2002-12-31,25-Jährige,480986,465023,946009
2002-12-31,26-Jährige,476784,459479,936263
2002-12-31,27-Jährige,468148,448021,916169
2002-12-31,28-Jährige,475458,457666,933124
2002-12-31,29-Jährige,483062,464778,947840
2002-12-31,30-Jährige,532633,509901,1042534
2002-12-31,31-Jährige,590676,563401,1154077
2002-12-31,32-Jährige,621491,588470,1209961
2002-12-31,33-Jährige,668732,631977,1300709
2002-12-31,34-Jährige,701693,662993,1364686
2002-12-31,35-Jährige,719129,681058,1400187
2002-12-31,36-Jährige,740886,699059,1439945
2002-12-31,37-Jährige,749010,701545,1450555
2002-12-31,38-Jährige,760650,715813,1476463
2002-12-31,39-Jährige,755526,712700,1468226
2002-12-31,40-Jährige,730879,693319,1424198
2002-12-31,41-Jährige,717079,686581,1403660
2002-12-31,42-Jährige,698105,668804,1366909
2002-12-31,43-Jährige,675938,648084,1324022
2002-12-31,44-Jährige,642578,615636,1258214
2002-12-31,45-Jährige,629865,604857,1234722
2002-12-31,46-Jährige,613286,592421,1205707
2002-12-31,47-Jährige,594351,578152,1172503
2002-12-31,48-Jährige,581622,573842,1155464
2002-12-31,49-Jährige,562098,559338,1121436
2002-12-31,50-Jährige,563319,562138,1125457
2002-12-31,51-Jährige,552731,551936,1104667
2002-12-31,52-Jährige,557010,556395,1113405
2002-12-31,53-Jährige,540643,535880,1076523
2002-12-31,54-Jährige,498732,492561,991293
2002-12-31,55-Jährige,468627,466310,934937
2002-12-31,56-Jährige,411242,410103,821345
2002-12-31,57-Jährige,361877,367189,729066
2002-12-31,58-Jährige,481399,487056,968455
2002-12-31,59-Jährige,490618,494905,985523
2002-12-31,60-Jährige,476877,483093,959970
2002-12-31,61-Jährige,573157,587876,1161033
2002-12-31,62-Jährige,601360,623230,1224590
2002-12-31,63-Jährige,585856,613855,1199711
2002-12-31,64-Jährige,543170,575094,1118264
2002-12-31,65-Jährige,503003,539031,1042034
2002-12-31,66-Jährige,482624,527628,1010252
2002-12-31,67-Jährige,460337,510085,970422
2002-12-31,68-Jährige,422062,474575,896637
2002-12-31,69-Jährige,333838,383941,717779
2002-12-31,70-Jährige,325434,384259,709693
2002-12-31,71-Jährige,323562,391946,715508
2002-12-31,72-Jährige,331539,414103,745642
2002-12-31,73-Jährige,311452,401316,712768
2002-12-31,74-Jährige,299464,397236,696700
2002-12-31,75-Jährige,258625,376283,634908
2002-12-31,76-Jährige,231082,379040,610122
2002-12-31,77-Jährige,209131,378085,587216
2002-12-31,78-Jährige,173095,355283,528378
2002-12-31,79-Jährige,157592,339161,496753
2002-12-31,80-Jährige,154664,337719,492383
2002-12-31,81-Jährige,145845,337832,483677
2002-12-31,82-Jährige,128495,314256,442751
2002-12-31,83-Jährige,87736,221711,309447
2002-12-31,84-Jährige,50798,133271,184069
2002-12-31,85 Jahre und mehr,347870,1103810,1451680
2002-12-31,Insgesamt,40344879,42191801,82536680
2003-12-31,unter 1 Jahr,362421,344028,706449
2003-12-31,1-Jährige,370736,352109,722845
2003-12-31,2-Jährige,380171,361064,741235
2003-12-31,3-Jährige,396207,378828,775035
2003-12-31,4-Jährige,400273,378483,778756
2003-12-31,5-Jährige,407658,387313,794971
2003-12-31,6-Jährige,420335,398767,819102
2003-12-31,7-Jährige,412673,391110,803783
2003-12-31,8-Jährige,399039,379224,778263
2003-12-31,9-Jährige,404824,383240,788064
2003-12-31,10-Jährige,420985,399442,820427
2003-12-31,11-Jährige,431053,410507,841560
2003-12-31,12-Jährige,448651,426319,874970
2003-12-31,13-Jährige,494597,468604,963201
2003-12-31,14-Jährige,488758,464691,953449
2003-12-31,15-Jährige,504035,477304,981339
2003-12-31,16-Jährige,495349,467245,962594
2003-12-31,17-Jährige,486862,461934,948796
2003-12-31,18-Jährige,472426,449253,921679
2003-12-31,19-Jährige,474765,453032,927797
2003-12-31,20-Jährige,481623,464112,945735
2003-12-31,21-Jährige,498660,481794,980454
2003-12-31,22-Jährige,499601,487404,987005
2003-12-31,23-Jährige,508377,495436,1003813
2003-12-31,24-Jährige,487949,474515,962464
2003-12-31,25-Jährige,485646,470501,956147
2003-12-31,26-Jährige,483637,467991,951628
2003-12-31,27-Jährige,478617,462290,940907
2003-12-31,28-Jährige,469205,450502,919707
2003-12-31,29-Jährige,475936,459612,935548
2003-12-31,30-Jährige,483232,466266,949498
2003-12-31,31-Jährige,532325,510994,1043319
2003-12-31,32-Jährige,590054,564360,1154414
2003-12-31,33-Jährige,620361,589176,1209537
2003-12-31,34-Jährige,667491,632541,1300032
2003-12-31,35-Jährige,700237,663363,1363600
2003-12-31,36-Jährige,717317,681060,1398377
2003-12-31,37-Jährige,739283,699164,1438447
2003-12-31,38-Jährige,747100,701375,1448475
2003-12-31,39-Jährige,758892,715641,1474533
2003-12-31,40-Jährige,753684,712675,1466359
2003-12-31,41-Jährige,729063,693407,1422470
2003-12-31,42-Jährige,715061,686487,1401548
2003-12-31,43-Jährige,695946,668695,1364641
2003-12-31,44-Jährige,674027,647871,1321898
2003-12-31,45-Jährige,640655,615396,1256051
2003-12-31,46-Jährige,627610,604427,1232037
2003-12-31,47-Jährige,610931,591955,1202886
2003-12-31,48-Jährige,591778,577655,1169433
2003-12-31,49-Jährige,578930,573232,1152162
2003-12-31,50-Jährige,559278,558512,1117790
2003-12-31,51-Jährige,560524,561268,1121792
2003-12-31,52-Jährige,549758,550897,1100655
2003-12-31,53-Jährige,553594,555181,1108775
2003-12-31,54-Jährige,536968,534667,1071635
2003-12-31,55-Jährige,495169,491104,986273
2003-12-31,56-Jährige,465088,464837,929925
2003-12-31,57-Jährige,407738,408462,816200
2003-12-31,58-Jährige,358310,365506,723816
2003-12-31,59-Jährige,476333,484588,960921
2003-12-31,60-Jährige,484919,492057,976976
2003-12-31,61-Jährige,470905,480366,951271
2003-12-31,62-Jährige,565585,584444,1150029
2003-12-31,63-Jährige,592512,619266,1211778
2003-12-31,64-Jährige,576707,609693,1186400
2003-12-31,65-Jährige,533882,570838,1104720
2003-12-31,66-Jährige,493438,534612,1028050
2003-12-31,67-Jährige,472682,522682,995364
2003-12-31,68-Jährige,449486,504721,954207
2003-12-31,69-Jährige,411268,468745,880013
2003-12-31,70-Jährige,324620,378768,703388
2003-12-31,71-Jährige,315408,378260,693668
2003-12-31,72-Jährige,312484,385298,697782
2003-12-31,73-Jährige,319018,406211,725229
2003-12-31,74-Jährige,298642,392774,691416
2003-12-31,75-Jährige,285903,387547,673450
2003-12-31,76-Jährige,246336,366831,613167
2003-12-31,77-Jährige,218806,367386,586192
2003-12-31,78-Jährige,196910,364987,561897
2003-12-31,79-Jährige,162044,341045,503089
2003-12-31,80-Jährige,146140,323624,469764
2003-12-31,81-Jährige,142313,319809,462122
2003-12-31,82-Jährige,133116,317537,450653
2003-12-31,83-Jährige,115805,292384,408189
2003-12-31,84-Jährige,78120,204624,282744
2003-12-31,85 Jahre und mehr,331159,1043732,1374891
2003-12-31,Insgesamt,40356014,42175657,82531671
2004-12-31,unter 1 Jahr,361549,343439,704988
2004-12-31,1-Jährige,364243,345803,710046
2004-12-31,2-Jährige,371475,352655,724130
2004-12-31,3-Jährige,380428,361283,741711
2004-12-31,4-Jährige,396435,379012,775447
2004-12-31,5-Jährige,400302,378516,778818
2004-12-31,6-Jährige,407388,386966,794354
2004-12-31,7-Jährige,420071,398667,818738
2004-12-31,8-Jährige,412765,391249,804014
2004-12-31,9-Jährige,399460,379602,779062
2004-12-31,10-Jährige,405184,383564,788748
2004-12-31,11-Jährige,421559,399815,821374
2004-12-31,12-Jährige,431646,410915,842561
2004-12-31,13-Jährige,449299,426856,876155
2004-12-31,14-Jährige,495319,469193,964512
2004-12-31,15-Jährige,489536,465614,955150
2004-12-31,16-Jährige,505393,478423,983816
2004-12-31,17-Jährige,496516,468695,965211
2004-12-31,18-Jährige,488461,464566,953027
2004-12-31,19-Jährige,475436,455224,930660
2004-12-31,20-Jährige,478381,459903,938284
2004-12-31,21-Jährige,485100,469994,955094
2004-12-31,22-Jährige,502269,487427,989696
2004-12-31,23-Jährige,503330,492655,995985
2004-12-31,24-Jährige,511655,499502,1011157
2004-12-31,25-Jährige,490422,477428,967850
2004-12-31,26-Jährige,487255,472328,959583
2004-12-31,27-Jährige,484399,469666,954065
2004-12-31,28-Jährige,479203,463764,942967
2004-12-31,29-Jährige,469036,451747,920783
2004-12-31,30-Jährige,475363,460571,935934
2004-12-31,31-Jährige,481953,466782,948735
2004-12-31,32-Jährige,531225,511490,1042715
2004-12-31,33-Jährige,588789,564530,1153319
2004-12-31,34-Jährige,618845,589277,1208122
2004-12-31,35-Jährige,665711,632351,1298062
2004-12-31,36-Jährige,698595,662676,1361271
2004-12-31,37-Jährige,715417,680606,1396023
2004-12-31,38-Jährige,737330,698833,1436163
2004-12-31,39-Jährige,745135,700997,1446132
2004-12-31,40-Jährige,756836,715098,1471934
2004-12-31,41-Jährige,751567,712367,1463934
2004-12-31,42-Jährige,726911,692978,1419889
2004-12-31,43-Jährige,713162,686187,1399349
2004-12-31,44-Jährige,693711,668180,1361891
2004-12-31,45-Jährige,672122,647276,1319398
2004-12-31,46-Jährige,638549,614842,1253391
2004-12-31,47-Jährige,625182,603659,1228841
2004-12-31,48-Jährige,608631,591132,1199763
2004-12-31,49-Jährige,589251,576845,1166096
2004-12-31,50-Jährige,575701,572345,1148046
2004-12-31,51-Jährige,556413,557442,1113855
2004-12-31,52-Jährige,557202,560054,1117256
2004-12-31,53-Jährige,546250,549565,1095815
2004-12-31,54-Jährige,549696,553576,1103272
2004-12-31,55-Jährige,532892,533002,1065894
2004-12-31,56-Jährige,491269,489296,980565
2004-12-31,57-Jährige,460886,462913,923799
2004-12-31,58-Jährige,403646,406492,810138
2004-12-31,59-Jährige,354546,363488,718034
2004-12-31,60-Jährige,470605,481619,952224
2004-12-31,61-Jährige,478675,488982,967657
2004-12-31,62-Jährige,464462,477269,941731
2004-12-31,63-Jährige,557465,580587,1138052
2004-12-31,64-Jährige,583184,614928,1198112
2004-12-31,65-Jährige,566588,605036,1171624
2004-12-31,66-Jährige,523826,566078,1089904
2004-12-31,67-Jährige,483491,529566,1013057
2004-12-31,68-Jährige,462139,517304,979443
2004-12-31,69-Jährige,438696,498700,937396
2004-12-31,70-Jährige,399991,462534,862525
2004-12-31,71-Jährige,315043,373107,688150
2004-12-31,72-Jährige,305263,372047,677310
2004-12-31,73-Jährige,301296,378061,679357
2004-12-31,74-Jährige,306591,397933,704524
2004-12-31,75-Jährige,285590,383852,669442
2004-12-31,76-Jährige,272275,377341,649616
2004-12-31,77-Jährige,233926,356071,589997
2004-12-31,78-Jährige,206785,355335,562120
2004-12-31,79-Jährige,184861,351143,536004
2004-12-31,80-Jährige,151132,326323,477455
2004-12-31,81-Jährige,135176,307922,443098
2004-12-31,82-Jährige,130514,301745,432259
2004-12-31,83-Jährige,120778,297233,418011
2004-12-31,84-Jährige,103868,270975,374843
2004-12-31,85 Jahre und mehr,345106,1066210,1411316
2004-12-31,Insgesamt,40353627,42147222,82500849
2005-12-31,unter 1 Jahr,351737,334250,685987
2005-12-31,1-Jährige,363116,344897,708013
2005-12-31,2-Jährige,364536,346058,710594
2005-12-31,3-Jährige,371670,352842,724512
2005-12-31,4-Jährige,380501,361251,741752
2005-12-31,5-Jährige,396342,378945,775287
2005-12-31,6-Jährige,399689,377784,777473
2005-12-31,7-Jährige,406942,386483,793425
2005-12-31,8-Jährige,419859,398573,818432
2005-12-31,9-Jährige,412696,391207,803903
2005-12-31,10-Jährige,399588,379655,779243
2005-12-31,11-Jährige,405460,383894,789354
2005-12-31,12-Jährige,421848,400064,821912
2005-12-31,13-Jährige,431986,411191,843177
2005-12-31,14-Jährige,449577,427231,876808
2005-12-31,15-Jährige,495685,469683,965368
2005-12-31,16-Jährige,490400,466431,956831
2005-12-31,17-Jährige,505902,479431,985333
2005-12-31,18-Jährige,497202,470811,968013
2005-12-31,19-Jährige,490616,469628,960244
2005-12-31,20-Jährige,478446,461214,939660
2005-12-31,21-Jährige,481571,465651,947222
2005-12-31,22-Jährige,488747,475758,964505
2005-12-31,23-Jährige,506183,492833,999016
2005-12-31,24-Jährige,506525,496880,1003405
2005-12-31,25-Jährige,514066,502780,1016846
2005-12-31,26-Jährige,492166,479690,971856
2005-12-31,27-Jährige,488365,474272,962637
2005-12-31,28-Jährige,485035,471175,956210
2005-12-31,29-Jährige,479426,465102,944528
2005-12-31,30-Jährige,469159,452937,922096
2005-12-31,31-Jährige,475355,461443,936798
2005-12-31,32-Jährige,481713,467383,949096
2005-12-31,33-Jährige,530540,512006,1042546
2005-12-31,34-Jährige,587988,564652,1152640
2005-12-31,35-Jährige,617558,589332,1206890
2005-12-31,36-Jährige,664394,632033,1296427
2005-12-31,37-Jährige,696942,662406,1359348
2005-12-31,38-Jährige,714021,680225,1394246
2005-12-31,39-Jährige,735710,698521,1434231
2005-12-31,40-Jährige,743595,700539,1444134
2005-12-31,41-Jährige,754932,714611,1469543
2005-12-31,42-Jährige,749747,711854,1461601
2005-12-31,43-Jährige,725161,692436,1417597
2005-12-31,44-Jährige,711492,685636,1397128
2005-12-31,45-Jährige,691817,667622,1359439
2005-12-31,46-Jährige,670043,646595,1316638
2005-12-31,47-Jährige,636503,614143,1250646
2005-12-31,48-Jährige,622901,602868,1225769
2005-12-31,49-Jährige,606199,590314,1196513
2005-12-31,50-Jährige,586570,575880,1162450
2005-12-31,51-Jährige,572961,571229,1144190
2005-12-31,52-Jährige,553385,556218,1109603
2005-12-31,53-Jährige,554018,558562,1112580
2005-12-31,54-Jährige,542729,548016,1090745
2005-12-31,55-Jährige,545773,551808,1097581
2005-12-31,56-Jährige,528725,531008,1059733
2005-12-31,57-Jährige,487152,487288,974440
2005-12-31,58-Jährige,456725,460947,917672
2005-12-31,59-Jährige,399642,404389,804031
2005-12-31,60-Jährige,350375,361334,711709
2005-12-31,61-Jährige,464868,478453,943321
2005-12-31,62-Jährige,472283,485608,957891
2005-12-31,63-Jährige,457759,473999,931758
2005-12-31,64-Jährige,548943,576402,1125345
2005-12-31,65-Jährige,573091,610205,1183296
2005-12-31,66-Jährige,556224,600043,1156267
2005-12-31,67-Jährige,513752,560888,1074640
2005-12-31,68-Jährige,473211,524207,997418
2005-12-31,69-Jährige,451345,511433,962778
2005-12-31,70-Jährige,427346,492336,919682
2005-12-31,71-Jährige,388536,455813,844349
2005-12-31,72-Jährige,305478,367837,673315
2005-12-31,73-Jährige,294958,365382,660340
2005-12-31,74-Jährige,290519,371525,662044
2005-12-31,75-Jährige,293720,388886,682606
2005-12-31,76-Jährige,272147,374104,646251
2005-12-31,77-Jährige,258321,366239,624560
2005-12-31,78-Jährige,220831,344639,565470
2005-12-31,79-Jährige,194331,341907,536238
2005-12-31,80-Jährige,172531,335879,508410
2005-12-31,81-Jährige,139994,310439,450433
2005-12-31,82-Jährige,123911,290565,414476
2005-12-31,83-Jährige,118401,282313,400714
2005-12-31,84-Jährige,108358,275619,383977
2005-12-31,85 Jahre und mehr,379396,1143414,1522810
2005-12-31,Insgesamt,40339961,42098034,82437995
2006-12-31,unter 1 Jahr,345871,327261,673132
2006-12-31,1-Jährige,353014,335484,688498
2006-12-31,2-Jährige,363343,345015,708358
2006-12-31,3-Jährige,364253,345966,710219
2006-12-31,4-Jährige,371355,352584,723939
2006-12-31,5-Jährige,380209,360808,741017
2006-12-31,6-Jährige,395419,378131,773550
2006-12-31,7-Jährige,398890,377147,776037
2006-12-31,8-Jährige,406485,386045,792530
2006-12-31,9-Jährige,419518,398184,817702
2006-12-31,10-Jährige,412448,390896,803344
2006-12-31,11-Jährige,399472,379605,779077
2006-12-31,12-Jährige,405387,383858,789245
2006-12-31,13-Jährige,421711,399963,821674
2006-12-31,14-Jährige,431875,411169,843044
2006-12-31,15-Jährige,449737,427383,877120
2006-12-31,16-Jährige,496034,470136,966170
2006-12-31,17-Jährige,490401,467093,957494
2006-12-31,18-Jährige,506409,481015,987424
2006-12-31,19-Jährige,499275,474881,974156
2006-12-31,20-Jährige,493441,474955,968396
2006-12-31,21-Jährige,481576,466182,947758
2006-12-31,22-Jährige,484761,470196,954957
2006-12-31,23-Jährige,492372,479663,972035
2006-12-31,24-Jährige,509267,495857,1005124
2006-12-31,25-Jährige,508438,498637,1007075
2006-12-31,26-Jährige,515198,503822,1019020
2006-12-31,27-Jährige,492853,480458,973311
2006-12-31,28-Jährige,488566,474773,963339
2006-12-31,29-Jährige,484883,471500,956383
2006-12-31,30-Jährige,478862,465317,944179
2006-12-31,31-Jährige,468482,452830,921312
2006-12-31,32-Jährige,474552,461317,935869
2006-12-31,33-Jährige,480739,467249,947988
2006-12-31,34-Jährige,529595,511643,1041238
2006-12-31,35-Jährige,586556,564068,1150624
2006-12-31,36-Jährige,615998,588739,1204737
2006-12-31,37-Jährige,662583,631261,1293844
2006-12-31,38-Jährige,695220,661541,1356761
2006-12-31,39-Jährige,712202,679252,1391454
2006-12-31,40-Jährige,733688,697539,1431227
2006-12-31,41-Jährige,741508,699626,1441134
2006-12-31,42-Jährige,752770,713620,1466390
2006-12-31,43-Jährige,747781,710969,1458750
2006-12-31,44-Jährige,722998,691348,1414346
2006-12-31,45-Jährige,709297,684546,1393843
2006-12-31,46-Jährige,689437,666531,1355968
2006-12-31,47-Jährige,667725,645656,1313381
2006-12-31,48-Jährige,633992,613066,1247058
2006-12-31,49-Jährige,620101,601655,1221756
2006-12-31,50-Jährige,603338,588945,1192283
2006-12-31,51-Jährige,583626,574463,1158089
2006-12-31,52-Jährige,569604,569755,1139359
2006-12-31,53-Jährige,549938,554583,1104521
2006-12-31,54-Jährige,550339,556644,1106983
2006-12-31,55-Jährige,538887,546045,1084932
2006-12-31,56-Jährige,541514,549645,1091159
2006-12-31,57-Jährige,524413,528615,1053028
2006-12-31,58-Jährige,482700,484907,967607
2006-12-31,59-Jährige,452112,458611,910723
2006-12-31,60-Jährige,394862,401890,796752
2006-12-31,61-Jährige,345715,358695,704410
2006-12-31,62-Jährige,458794,475121,933915
2006-12-31,63-Jährige,465461,482173,947634
2006-12-31,64-Jährige,450735,470500,921235
2006-12-31,65-Jährige,539849,571855,1111704
2006-12-31,66-Jährige,562637,605161,1167798
2006-12-31,67-Jährige,545612,594627,1140239
2006-12-31,68-Jährige,503219,555338,1058557
2006-12-31,69-Jährige,462429,518449,980878
2006-12-31,70-Jährige,440089,505139,945228
2006-12-31,71-Jährige,415707,485535,901242
